USER,SCORE,ORIGINAL,CHECKED,SENT_SCORE,PN
ahn****,5,성수에 신상카페가 생겨서 왔는데 가게내부 아담하고 예뻐요 노란색이 넘나 잘 어울리는 카페에요   레몬젤라또 크게 두덩어리나주고 위에 레몬껍질 올려준게 뽀인투 넘 귀엽고 맛있었요 아이스라떼는 라떼아이스크림조합 설명이 필요없죠  맛있어요,성수에 신상 카페가 생겨서 왔는데 가게 내부 아담하고 예뻐요 노란색이 넘나 잘 어울리는 카페에요   레몬 젤라또 크게 두 덩어리나 주고 위에 레몬 껍질 올려준 게 뽀인투 너무 귀엽고 맛있어요 아이스 라테는 라테 아이스크림 조합 설명이 필요 없죠  맛있어요,4,1
dhemfl7,5,바질젤라또 생각나서 또 갔는데 역시 너무 맛있어욧,바질 젤라또 생각나서 또 갔는데 역시 너무 맛있어요,1,1
kln****,5,허니밀크 짱짱맛,허니 밀크 짱짱 맛,0,1
스시,5,커피가 너무 맛있어요  성수동 오면 꼭 들려보세요 가게 내부도 너무 이쁘고 외부도 너무 이뻐서 사진 찍기 좋아용 최고입니다 ,커피가 너무 맛있어요  성수동 오면 꼭 들러보세요 가게 내부도 너무 이쁘고 외부도 너무 이뻐서 사진 찍기 좋아요 최고입니다 ,5,1
als****,5,오프화이트 역시 깔끔하고 좋습니다,오프 화이트 역시 깔끔하고 좋습니다,2,1
아아메,5,야외에서 난로틀고 앉아서 커피먹으니까 캠핑온 느낌 나서 색다르고 좋았어요오 커피 맛있었습니다 나중엔 젤라또 먹으러 또 올게요,야외에서 난로 틀고 앉아서 커피 먹으니까 캠핑 온 느낌 나서 색다르고 좋았어요 오 커피 맛있었습니다 나중엔 젤라또 먹으러 또 올게요,2,1
jiiy,5,주택이랑 아파트 사이에 있어서 조용하고 분위기도 좋아서 자주 올 것 같아요 라떼랑 아이스크림 같이 먹는거 꼬소해서 너무 맛있어요 밖에서 먹었는데 날씨 춥다고 온열기구도 갖다주시고 직원분들 다 친절하시고 커피도 맛있고 사장님이 판매하시는 반숙란도 주셨는데 패키지 너무 귀엽네요  자주 올게요 사장님,주택이랑 아파트 사이에 있어서 조용하고 분위기도 좋아서 자주 올 것 같아요 라테랑 아이스크림같이 먹는 거 고소해서 너무 맛있어요 밖에서 먹었는데 날씨 춥다고 온열기 구도 갖다 주시고 직원분들 다 친절하시고 커피도 맛있고 사장님이 판매하시는 반숙란도 주셨는데 패키지 너무 귀엽네요  자주 올게요 사장님,7,1
김미경,5,추운날씨에 밖에있을려니깐 사장님이 난로도 주시고 따뜻한보리차까지 음료는 말할것도없이 맛있었습니당,추운 날씨에 밖에 있으려니 깐 사장님이 난로도 주시고 따뜻한 보리 차까지 음료는 말할 것도 없이 맛있었습니다,0,1
tni****,5,분위기좋고 진짜 맛있는 커피를 찾는다면 오프커피 추천합니다,분위기 좋고 진짜 맛있는 커피를 찾는다면 오프 커피 추천합니다,3,1
jeo****,5,레몬 젤라또 정말 맛있어요 상큼하고 달콤하고 너무 맛있습니당  커피랑 딱이예용,레몬 젤라또 정말 맛있어요 상큼하고 달콤하고 너무 맛있습니다  커피랑 딱이 애용,3,1
임세현,5,커피도 깔끔하고 밀크초코도 완전 맛있네요,커피도 깔끔하고 밀크 초코도 정말 맛있네요,2,1
did****,5,운동가기전 깔끔한 아메리카노 한잔 넘 맛있어여,운동 가기 전 깔끔한 아메리카노 한잔 너무 맛있어요,2,1
Beplain,5,앗무슨 커피맛이 이래요 진짜 맛있네요 매장분위기도 맛도 트랜디하네요 인스타에도 바로 테그걸었어요 이런곳은 홍보해야죠,아 무슨 커피 맛이 이래요 진짜 맛있네요 매장 분위기도 맛도 트랜디하네요 인스타에도 바로 태그 걸었어요 이런 곳은 홍보해야죠,1,1
somi219,5,커피향도진하고 맛도너무좋아요 분위기는 뭐 말할것도 없습니다,커피향도 진하고 맛도 너무 좋아요 분위기는 뭐 말할 것도 없습니다,0,1
nas****,5,겨울이 시작되는 날 진한 아메리카노가 굉장히 맛있네요 계속 방문하게 되고 사장님도 너무 좋으세요,겨울이 시작되는 날 진한 아메리카노가 굉장히 맛있네요 계속 방문하게 되고 사장님도 너무 좋으세요,2,1
안유주,5,음료도 마싯구 새로 나올 메뉴도 마싯게 먹었어요  가게도 아기자기하니 이쁩니다,음료도 마싰고 새로 나올 메뉴도 맛있게 먹었어요  가게도 아기자기하니 이쁩니다,1,1
박소윤,5,맛있어용,맛있어요,1,1
스시,5,젤라또 생각나서 성수동 옵니당 너무너무 좋아요  맛있고 사장님도 친절하세욥  최고입니다 ,젤라또 생각나서 성수동 옵니다 너무너무 좋아요  맛있고 사장님도 친절하세요  최고입니다 ,4,1
woobs,5,성수동바이브,성수동 바이브,0,1
Hong_hey,5,성수에서 갬성이랑 커피맛 둘다 잡아부리기 원두맛 진짜 민감한데 여기 플랫화이트 아주 고숩고 진하고 맛있어요 사장님도 친절하시고 레몬젤라또도 진짜 넘 맛있습니다,성수에서 갬 형이랑 커피 맛 둘 다 잡아부리기 원두 맛 진짜 민감한데 여기 플랫 화이트 아주 다숩고 진하고 맛있어요 사장님도 친절하시고 레몬 젤라또도 진짜 너무 맛있습니다,3,1
어어어어어어엉어,5,오늘도 역시 힙하고 맛있고 사장님도 친절하세요 ,오늘도 역시 히프하고 맛있고 사장님도 친절하세요 ,2,1
곰수니,5,카페분위기가 기염기염하고 레몬젤라또가 진짜 기엽고 맛있네요,카페 분위기가 기엄기엄하고 레몬 젤라또가 진짜 귀엽고 맛있네요,2,1
mpt****,5,성수동가면 들리게 되는곳,성수동 가면 들리게 되는 곳,0,1
and****,5,커피 맛도 넘 좋고 사장님 짱 친절하셔용 제가 좋아하는 분위기입니다 추천해용,커피 맛도 너무 좋고 사장님 짱 친절하셔요 제가 좋아하는 분위기입니다 추천해요,5,1
h92w93,5,커피가 맛있는 카페네요 분위기도 좋은 곳이어서 사진도 많이 남기고 왔습니다 다음에 또 가서 먹을게요,커피가 맛있는 카페네요 분위기도 좋은 곳이어서 사진도 많이 남기고 왔습니다 다음에 또 가서 먹을게요,2,1
생명나무,5,매장 아늑하고 조용하고 분위기 너무 좋습니다 연인과 함께 가면 너무 좋습니다 담에도 재방문하겠습니다 강추,매장 아늑하고 조용하고 분위기 너무 좋습니다 연인과 함께 가면 너무 좋습니다 담에도 재방문하겠습니다 강추,4,1
꼼꼼이,5,커피도맛있고 가게분위기가너무좋아요 포토존도많고 음악도 좋았어요,커피도 맛있고 가게 분위기가 너무 좋아요 포토 존도 많고 음악도 좋았어요,3,1
지금 이순간,5,존맛탱 일주일에 한번은 출근도장 좋당,존맛탱 일주일에 한 번은 출근도장 좋다,2,1
후니우리,5,완죤 내 스타일이야 꼭 대박나서 전국 어디서나 보길 기대해 봅니다,완전 내 스타일이야 꼭 대박 나서 전국 어디서나 보길 기대해 봅니다,1,1
kam****,5,오퐈커피인가유,오빠 커피인가 유,0,1
qjd****,5,친절하게응대해주셨어요 커피맛도 굳 자주뵐게요,친절하게 응대해주셨어요 커피 맛도 굿 자주 뵐게요,2,1
jsa****,5,존맛 분위기 깡패,존맛 분위기 깡패,2,1
효영파파,5,good,굿,1,1
베티마망,5,오오오핫하다고해서 밥먹고 왔는데 대박임 레몬의 상큼함에 알알이 박힌 생바질완전 찐이네요 재방100퍼,오오오 핫하다고 해서 밥 먹고 왔는데 대박임 레몬의 상큼함에 알알이 박힌 생바질 완전히 찐이네요 재방 100퍼,1,1
아리공주,5,저 너무 자주와요 근데 그냥 성수오면 무조건 여기 오게돼요 커피마시기 너무 편하고 분위기가 너무 좋아요보리차 최애 또 올게요,저 너무 자주 와요 근데 그냥 성수 오면 무조건 여기 오게 돼요 커피 마시기 너무 편하고 분위기가 너무 좋아요 보리 차 최애 또 올게요,4,1
pizont,5,따뜻한 커피를 밖에서 마시면 좋을 날씨가 되었습니다 씁쓸한 고소함이 계절과 참 잘 어울리네요,따뜻한 커피를 밖에서 마시면 좋을 날씨가 되었습니다 씁쓸한 고소함이 계절과 참 잘 어울리네요,2,1
난냐뉴라,5,말해뭐합니까  예쁘고 맛있네요,말해 뭐 합니까  예쁘고 맛있네요,0,1
rdl****,5,성수커피 성수카페 성수핫플 너무 친절하게 환영해주시고 주문도 친절히 받아주셨어요 기다리면서 사진 찍는데 따뜻한 보리차도 가져다주시고 야외 자리를 선택했는데 춥지 않으시냐며 난로까지   그리고 매장에 유정란도 판매해요 서비스로 주셨는데 핵맛 꿀맛 커피랑 달걀 조합 아시는 분 ,성수 커피 성수 카페 성수 핫 플 너무 친절하게 환영해주시고 주문도 친절히 받아주셨어요 기다리면서 사진 찍는데 따뜻한 보리 차도 가져다주시고 야외 자리를 선택했는데 춥지 않으시냐며 난로까지   그리고 매장에 유정란도 판매해요 서비스로 주셨는데 핵만 꿀맛 커피랑 달걀 조합 아시는 분 ,1,1
yijoon0818,5,카페 분위기 너무 귀여워요  커피랑 레몬 젤라또 너무 맛있어요 최고 ,카페 분위기 너무 귀여워요  커피랑 레몬 젤라또 너무 맛있어요 최고 ,3,1
ese****,5,커피도 맛있고 분위기도 좋아용 자주 방문하고 싶은 곳입니당,커피도 맛있고 분위기도 좋아요 자주 방문하고 싶은 곳입니다,3,1
생명나무,5,조용하고 분위기도 좋고 이야기하기 딱 좋네요 커피도 맛있어요,조용하고 분위기도 좋고 이야기하기 딱 좋네요 커피도 맛있어요,3,1
chl****,5,오프화이트에 초코밀크 먹고가요깔끔하니 좋았어요,오프 화이트에 초코 밀크 먹고 가요 깔끔하니 좋았어요,2,1
찡콩이,5,분위기 좋아요 커피도 맛있구 테이크아웃도 가끔하는데 추천해요,분위기 좋아요 커피도 맛있고 테이크아웃도 가끔 하는데 추천해요,3,1
kyw****,5,친구랑 오프아이스 한잔 넘 깔끔하니 좋네요,친구랑 오프 아이스 한잔 너무 깔끔하니 좋네요,3,1
오늘하루,5,와 여기 카페 진짜 맛있어요 메뉴도 은근 다양하고 맛도 퀄리티가 있어서 이런 맛있는 카페는 또 처음이군요 가격도 착하니까 자주 올듯,와 여기 카페 진짜 맛있어요 메뉴도 은근 다양하고 맛도 퀄리티가 있어서 이런 맛있는 카페는 또 처음이군요 가격도 착하니까 자주 올 듯,4,1
꼼꼼이,5,아메리카노가제스타일이네요 맛있어요 분위기도좋았어요,아메리카노가 제 스타일이네요 맛있어요 분위기도 좋았어요,2,1
쩡이,5,여기 완전 취저에요 인테리어도 좋은데 커피 디저트 다 맛있었어요 사장님 친절하신 건 덤 강추,여기 완전 취저에요 인테리어도 좋은데 커피 디저트 다 맛있었어요 사장님 친절하신 건 덤 강추,5,1
gee****,5,다이어터에게 죄책감없는 존맛탱 메뉴  토마토랑호밀빵은 살 안 찐다고 했는데 내 흡입력 미친듯 이거먹다 다이어트 망해도 안슬플거같은 느낌그런의미로 내일 또 갈꺼야,다이어터에게 죄책감 없는 존맛탱 메뉴  토마토랑 호밀빵은 살 안 찐다고 했는데 내 흡입력 미친 듯 이거 먹다 다이어트 망해도 안 슬플 거 같은 느낌 그런 의미로 내일 또 갈 거야,-3,1
cloud9nine,5,퇴근하고 가는길에 들렸다가요 맛난 디저트 잘먹고 갑니다,퇴근하고 가는 길에 들렸다가요 맛난 디저트 잘 먹고 갑니다,2,1
rot****,5,지나가다 사진찍고싶어 들어갔는데 커피맛도 너무 좋았어요 내일 또 갈랍니다,지나가다 사진 찍고 싶어 들어갔는데 커피 맛도 너무 좋았어요 내일 또 갈랍니다,1,1
nam****,5,너무 맛있어용,너무 맛있어요,1,1
R34,5,굿,굿,1,1
sss,5,제가 가장좋아하는 초코밀크 먹고 왔어요 이거마시려고와요 단골입니다 ,제가 가장 좋아하는 초코 밀크 먹고 왔어요 이거 마시려고 와요 단골입니다 ,2,1
dyl****,5,젤라또 너무 맛있어요,젤라또 너무 맛있어요,1,1
곰수니,5,친구따라서 또왔습니다  저번에 너무 맛나게 먹어서 젤라또 하나 씩 클리어 ,친구 따라서 또 왔습니다  저번에 너무 맛나게 먹어서 젤라또 하나씩 클리어 ,2,1
kim****,5,커피맛 좋고 카페 분위기도 좋아서 데이트 장소로도 딱인듯요  사장님도 친절하십니다,커피 맛 좋고 카페 분위기도 좋아서 데이트 장소로도 딱인 듯 요  사장님도 친절하십니다,3,1
송삐,5,토마토 마리네이드 DJMT임 두번 세번 드세요  공간 디테일 모두 취저입니다  스마일에 인증샷찍고 가세여 ,토마토 마리네이드 DJMT임 두 번 세 번 드세요  공간 디테일 모두 취지입니다  스마일에 인증숏 찍고 가세여 ,1,1
mpt****,5,친구들과 아메리카노 한잔 분위기 너무 좋네요,친구들과 아메리카노 한잔 분위기 너무 좋네요,2,1
khs****,4.5,커피맛도 좋고 직원분 친절하시네요 자주 이용할께요,커피 맛도 좋고 직원분 친절하시네요 자주 이용할게요,3,1
SLOUP,5,레몬잌 어드벤쳐타임을 생각나게해요     귀여움 맛있어요 지금은 조금 춥지만,레몬이 어드벤처 타임을 생각나게 해요     귀여움 맛있어요 지금은 조금 춥지만,2,1
지금 이순간,5,재미나게 꾸며진 포토존이 너무 기분좋은 공간이라 기대하고 주문했는데 커피맛 역시 흐뭇하네요 재미난경험하고 갑니다,재미나게 꾸며진 포토존이 너무 기분 좋은 공간이라 기대하고 주문했는데 커피 맛 역시 흐뭇하네요 재미난 경험하고 갑니다,3,1
77m****,5,우리집앞에 아담하고 엄청 귀여운 카페 오프커피 커피도 맛있지만 바질레몬젤라또는 사랑이예요 나만 알고싶은 내아지트지만 이맛은 널리 알려야 되용 ,우리 집 앞에 아담하고 엄청 귀여운 카페 오프 커피 커피도 맛있지만 바질 레몬 젤라또는 사랑이에요 나만 알고 싶은 내 아지트지만 이 맛은 널리 알려야 돼요,4,1
tka****,5,분위기 너무 좋고 맛도 너무 좋아요 담에 또 친구 데려 가려구요  특히 아이스크림이 진짜 맛있는거 같아요  제가 아이스크림 많이 먹어봣지만 이곳만큼 맛잇는 곳이 업는 듯합니다 앞으로 더 맛있는 음료나 디저트 부탁 드릴게요  성수동 성수동카페,분위기 너무 좋고 맛도 너무 좋아요 담에 또 친구 데려가려고요  특히 아이스크림이 진짜 맛있는 거 같아요  제가 아이스크림 많이 먹어봤지만 이곳만큼 맛있는 곳이 업는 듯합니다 앞으로 더 맛있는 음료나 디저트 부탁드릴게요  성수동 성수동 카페,6,1
