USER,SCORE,REVIEW,MECAB,SENT_SCORE,SCALING,NEW_RATE
손수진,5,맛있어요  제가 얼죽아인지라   추천드려요 ,"맛있,어요,제,가,어죽,아인,지라,추천,드려요",2,2.5,3.75
zmg****,5,여기 커피향 너무좋아요  부드럽고 맛있어요  분위기도 굿굿,"여기,커피,향,너무,좋,아요,부드럽,고,맛있,어요,분위기,도,굿,굿",5,3.181818182,4.090909091
도리맘,5,오프커피는 언제나 굿,"오프,커피,는,언제나,굿",1,2.272727273,3.636363636
mi0****,5,오늘도 굿,"오늘,도,굿",1,2.272727273,3.636363636
soon3926,5,따스한 추억 즐거운 경험 진짜 좋네요,"따스,한,추억,즐거운,경험,진짜,좋,네요",2,2.5,3.75
yuni,5,소문데로 엄청 친절해서 먼곳에서 온 보람있네요커피맛도 최고네요,"소문,데,로,엄청,친절,해서,먼,곳,에서,온,보람,있,네요,커피,맛,도,최고,네요",3,2.727272727,3.863636364
화명황태자,5,참 재미난곳이네요 커피맛도 훌륭하고 토마토도 맛나네요,"참,재미난,곳,이,네요,커피,맛,도,훌륭,하,고,토마토,도,맛나,네요",3,2.727272727,3.863636364
aab****,5,레몬젤라또 너무 맛있어용 강력추천합니다 신 거 좋아하시는 분은 바질레몬슬러시도 추천해드려요,"레몬,젤라또,너무,맛있,어요,강력,추천,합니다,신,거,좋,아,하,시,는,분,은,바질,레몬,슬러,시도,추천,해,드려요",4,2.954545455,3.977272727
YOLO,5,아아 맛집,"아이스,아메리카노,맛집",1,2.272727273,3.636363636
son****,5,집과 가까워서 방문했어요 맛있네요 무난하고 ,"집,과,가까워서,방문,했,어요,맛있,네요,무난,하,고",1,2.272727273,3.636363636
dpf****,5,커피가 향부터 좋아요,"커피,가,향,부터,좋,아요",1,2.272727273,3.636363636
부그부그,5,맛도 훌륭하고 분위기가 너무 좋았어요 ,"맛,도,훌륭,하,고,분위기,가,너무,좋,았,어요",2,2.5,3.75
지안에몽,5,가게 분위기가 정말 좋았고 음악도 좋았어요 젤라또랑 오프 아이스 먹었는데 둘 다 맛있었습니다 다음에 또 올게요,"가게,분위기,가,정말,좋,았,고,음악,도,좋,았,어요,젤라또,랑,오프,아이스,먹,었,는데,둘,다,맛있,었,습니다,다음,에,또,올게요",4,2.954545455,3.977272727
jangey,5,오자마자 보리차 주셔서 정말 감사합니다 컵받침이 있어서 가져가도 되냐고 물어봤는데 가져가라고 주셨어요 감사합니다 커피도 꿀우유도 너무맛있어요 다음에 또 오겠습니다 ,"오,자마자,보리차,주,셔서,정말,감사,합니다,컵,받침,이,있,어서,가져가,도,되,냐고,물,어,봤,는데,가져가,라고,주,셨,어요,감사,합니다,커피,도,꿀,우유,도,너무,맛있,어요,다음,에,또,오,겠,습니다",4,2.954545455,3.977272727
어어어어어어엉어,5,완전 최애 단골카페 사장님도 착하시고 음악도 좋고 맛도최고 뭐하나 빠지는게 없음,"완전,최애,단골,카페,사장,님,도,착하,시,고,음악,도,좋,고,맛,도,최고,뭐,하나,빠지,는,게,없,음",5,3.181818182,4.090909091
이,5,진짜 넘넘 맛있구 분위기도 인테리어도 이뻐요 ,"진짜,넘,넘,맛있,고,분위기,도,인테리어,도,이뻐요",2,2.5,3.75
nam****,5,카페 분위기도 넘 좋구 편하게 쉬다가 갈 수 있어서 너무 좋아용 최고,"카페,분위기,도,너무,좋,고,편하,게,쉬,다가,갈,수,있,어서,너무,좋,아요,최고",4,2.954545455,3.977272727
할수있어요,5,역시 커피는 아아죠 카페 느낌 있어서 자주 올듯,"역시,커피,는,알,아,죠,카페,느낌,있,어서,자주,올,듯",1,2.272727273,3.636363636
손수진,5,맛잇어요  좋아요  추천드려용 ,"맛있,어요,좋아요,추천,드려요",3,2.727272727,3.863636364
수리새,5,커피 향이 너무 좋고 빵 맛잇어요,"커피,향,이,너무,좋,고,빵,맛있,어요",2,2.5,3.75
욤욤,5,지나가다 들렸는데 아아맛이 좋았어요,"지나가,다,들렸,는데,알,아,맛,이,좋,았,어요",1,2.272727273,3.636363636
하비비,5,커피맛이 너무 좋아서 자주 찾아가요,"커피,맛,이,너무,좋,아서,자주,찾아가,요",1,2.272727273,3.636363636
tka****,5,두번째 방문했는데 너무 맛있어요 진짜  첫번째 방문 때 너무 맛있어서 이번엔 다른 메뉴로 시도 했는데 여기는 메뉴가 다 맛있나바여 너무 분위기도 좋고 맛도 좋아서 앞으로 더 자주 와야겟어용  멀리 사는데 친구랑 데이트 하러 또 와야겟어용   근래에 갓던 곳 중에 최고에용용   번창하세용용,"두,번,째,방문,했,는데,너무,맛있,어요,진짜,첫,번,째,방문,때,너무,맛있,어서,이번,엔,다른,메뉴,로,시도,했,는데,여기,는,메뉴,가,다,맛있,나,바,여,너무,분위기,도,좋,고,맛,도,좋,아서,앞,으로,더,자주,와야,겠,어요,멀리,사,는데,친구,랑,데이트,하,러,또,와야,겠,어요,근래,에,갔,던,곳,중,에,최고,에,용용,번창,하,세요,요",8,3.863636364,4.431818182
rjs****,5,편하게 올수 있고 좋은 음악이 많이 나오는 카페 너무너무 좋아요 매주 오고싶은카페,"편하,게,올,수,있,고,좋,은,음악,가,많이,나오,는,카페,너무너무,좋,아요,매주,오,고,싶,은,카페",3,2.727272727,3.863636364
ahn****,5,성수에 신상카페가 생겨서 왔는데 가게내부 아담하고 예뻐요 노란색이 넘나 잘 어울리는 카페에요   레몬젤라또 크게 두덩어리나주고 위에 레몬껍질 올려준게 뽀인투 넘 귀엽고 맛있었요 아이스라떼는 라떼아이스크림조합 설명이 필요없죠  맛있어요,"성수,에,신상,카페,가,생겨서,왔,는데,가,게,내부,아담,하,고,예뻐요,노란색,이,넘,나,잘,어울리,는,카페,에,요,레몬,젤라또,크,게,두,덩어리,나,주,고,위,에,레몬,껍질,올려,준,게,뽀,인,투,너무,귀엽,고,맛있,어요,아이스,라떼,는,라떼,아이스크림,조합,설명,이,필요,없,죠,맛있,어요",4,2.954545455,3.977272727
dhemfl7,5,바질젤라또 생각나서 또 갔는데 역시 너무 맛있어욧,"바질,젤라또,생각나,서,또,갔,는데,역시,너무,맛있,어요",3,2.727272727,3.863636364
kln****,5,허니밀크 짱짱맛,"허니,밀크,짱짱맛",1,2.272727273,3.636363636
스시,5,커피가 너무 맛있어요  성수동 오면 꼭 들려보세요 가게 내부도 너무 이쁘고 외부도 너무 이뻐서 사진 찍기 좋아용 최고입니다 ,"커피,가,너무,맛있,어요,성수동,오,면,꼭,들러,보,세요,가게,내부,도,너무,이쁘,고,외부,도,너무,이뻐서,사진,찍,기,좋,아요,최고,입니다",5,3.181818182,4.090909091
als****,5,오프화이트 역시 깔끔하고 좋습니다,"오프,화이트,역시,깔끔,하,고,좋,습니다",3,2.727272727,3.863636364
아아메,5,야외에서 난로틀고 앉아서 커피먹으니까 캠핑온 느낌 나서 색다르고 좋았어요오 커피 맛있었습니다 나중엔 젤라또 먹으러 또 올게요,"야외,에서,난로,틀,고,앉,아서,커피,먹,으니까,캠핑,온,느낌,나,서,색다르,고,좋,았,어요,오,커피,맛있,었,습니다,나중,엔,젤라또,먹,으러,또,올게요",3,2.727272727,3.863636364
jiiy,5,주택이랑 아파트 사이에 있어서 조용하고 분위기도 좋아서 자주 올 것 같아요 라떼랑 아이스크림 같이 먹는거 꼬소해서 너무 맛있어요 밖에서 먹었는데 날씨 춥다고 온열기구도 갖다주시고 직원분들 다 친절하시고 커피도 맛있고 사장님이 판매하시는 반숙란도 주셨는데 패키지 너무 귀엽네요  자주 올게요 사장님,"주택,이랑,아파트,사이,에,있,어서,조용,하,고,분위기,도,좋,아서,자주,올,것,같,아요,라떼,랑,아이스크림,같이,먹,는,거,고소,해서,너무,맛있,어요,밖,에서,먹,었,는데,날씨,춥,다고,온,열기,구도,갖,다,주,시,고,직원,분,들,다,친절,하,시,고,커피,도,맛있,고,사장,님,이,판매,하,시,는,반숙란,도,주,셨,는데,패키지,너무,귀엽,네요,자주,올게요,사장,님",8,3.863636364,4.431818182
김미경,5,추운날씨에 밖에있을려니깐 사장님이 난로도 주시고 따뜻한보리차까지 음료는 말할것도없이 맛있었습니당,"추운,날씨,에,밖,에,있,으려니,깐,사장,님,이,난로,도,주,시,고,따뜻,한,보리,차,까지,음료,는,말,할,것,도,없이,맛있,었,습니다",-1,1.818181818,3.409090909
tni****,5,분위기좋고 진짜 맛있는 커피를 찾는다면 오프커피 추천합니다,"분위기,좋,고,진짜,맛있,는,커피,를,찾,는다면,오프,커피,추천,합니다",3,2.727272727,3.863636364
jeo****,5,레몬 젤라또 정말 맛있어요 상큼하고 달콤하고 너무 맛있습니당  커피랑 딱이예용,"레몬,젤라또,정말,맛있,어요,상큼,하,고,달콤,하,고,너무,맛있,습니다,커피,랑,딱,이,애용",5,3.181818182,4.090909091
임세현,5,커피도 깔끔하고 밀크초코도 완전 맛있네요,"커피,도,깔끔,하,고,밀크,초코,도,정말,맛있,네요",2,2.5,3.75
did****,5,운동가기전 깔끔한 아메리카노 한잔 넘 맛있어여,"운동,가,기,전,깔끔,한,아메리카노,한잔,너무,맛있,어요",2,2.5,3.75
Beplain,5,앗무슨 커피맛이 이래요 진짜 맛있네요 매장분위기도 맛도 트렌디하네요 인스타에도 바로 테그걸었어요 이런곳은 홍보해야죠,"아,무슨,커피,맛,이,이래요,진짜,맛있,네요,매장,분위기,도,맛,도,트렌디,하,네요,인스타,에,도,바로,태그,걸,었,어요,이런,곳,은,홍보,해야죠",2,2.5,3.75
somi219,5,커피향도진하고 맛도너무좋아요 분위기는 뭐 말할것도 없습니다,"커피,향,도,진하,고,맛,도,너무,좋,아요,분위기,는,뭐,말,할,것,도,없,습니다",2,2.5,3.75
nas****,5,겨울이 시작되는 날 진한 아메리카노가 굉장히 맛있네요 계속 방문하게 되고 사장님도 너무 좋으세요,"겨울,이,시작,되,는,날,진한,아메리카노,가,굉장히,맛있,네요,계속,방문,하,게,되,고,사장,님,도,너무,좋,으세요",3,2.727272727,3.863636364
안유주,5,음료도 마싯구 새로 나올 메뉴도 마싯게 먹었어요  가게도 아기자기하니 이쁩니다,"음료,도,마,싰고,새로,나올,메뉴,도,맛있,게,먹,었,어요,가게,도,아기자기,하,니,이쁩니다",3,2.727272727,3.863636364
박소윤,5,맛있어용,"맛있,어요",1,2.272727273,3.636363636
스시,5,젤라또 생각나서 성수동 옵니당 너무너무 좋아요  맛있고 사장님도 친절하세욥  최고입니다 ,"젤라또,생각나,서,성수동,옵니다,너무너무,좋,아요,맛있,고,사장,님,도,친절,하,세요,최고,입니다",5,3.181818182,4.090909091
woobs,5,성수동바이브,"성수동,바이브",0,2.045454545,3.522727273
Hong_hey,5,성수에서 갬성이랑 커피맛 둘다 잡아부리기 원두맛 진짜 민감한데 여기 플랫화이트 아주 고숩고 진하고 맛있어요 사장님도 친절하시고 레몬젤라또도 진짜 넘 맛있습니다,"성수,에서,갬,형,이랑,커피,맛,둘,다,잡,아,부리,기,원두,맛,진짜,민감,한데,여기,플랫,화이트,아주,다숩,고,진하,고,맛있,어요,사장,님,도,친절,하,시,고,레몬,젤라또,도,진짜,너무,맛있,습니다",4,2.954545455,3.977272727
어어어어어어엉어,5,오늘도 역시 힙하고 맛있고 사장님도 친절하세요 ,"오늘,도,역시,히프,하,고,맛있,고,사장,님,도,친절,하,세요",4,2.954545455,3.977272727
곰수니,5,카페분위기가 기염기염하고 레몬젤라또가 진짜 기엽고 맛있네요,"카페,분위기,가,기엄기엄,하,고,레몬,젤라또,가,진짜,귀엽,고,맛있,네요",2,2.5,3.75
mpt****,5,성수동가면 들리게 되는곳,"성수동,가,면,들리,게,되,는,곳",0,2.045454545,3.522727273
and****,5,커피 맛도 넘 좋고 사장님 짱 친절하셔용 제가 좋아하는 분위기입니다 추천해용,"커피,맛,도,너무,좋,고,사장,님,짱,친절,하,셔요,제,가,좋,아,하,는,분위기,입니다,추천,해요",4,2.954545455,3.977272727
h92w93,5,커피가 맛있는 카페네요 분위기도 좋은 곳이어서 사진도 많이 남기고 왔습니다 다음에 또 가서 먹을게요,"커피,가,맛있,는,카페,네요,분위기,도,좋,은,곳,이,어서,사진,도,많이,남기,고,왔,습니다,다음,에,또,가,서,먹,을게요",2,2.5,3.75
생명나무,5,매장 아늑하고 조용하고 분위기 너무 좋습니다 연인과 함께 가면 너무 좋습니다 담에도 재방문하겠습니다 강추,"매장,아늑,하,고,조용,하,고,분위기,너무,좋,습니다,연인,과,함께,가,면,너무,좋,습니다,담,에,도,재,방문,하,겠,습니다,강추",6,3.409090909,4.204545455
꼼꼼이,5,커피도맛있고 가게분위기가너무좋아요 포토존도많고 음악도 좋았어요,"커피,도,맛있,고,가,게,분위기,가,너무,좋,아요,포토존,도,많,고,음악,도,좋,았,어요",4,2.954545455,3.977272727
지금 이순간,5,존맛탱 일주일에 한번은 출근도장 좋당,"존맛,탱,일,주일,에,한,번,은,출근,도장,좋,다",2,2.5,3.75
후니우리,5,완죤 내 스타일이야 꼭 대박나서 전국 어디서나 보길 기대해 봅니다,"완전,내,스타일,이,야,꼭,대박,나,서,전국,어디,서,나,보,길,기대,해,봅니다",1,2.272727273,3.636363636
kam****,5,오퐈커피인가유,"오빠,커피,인가,유",0,2.045454545,3.522727273
qjd****,5,친절하게응대해주셨어요 커피맛도 굳 자주뵐게요,"친절,하,게,응대,해,주,셨,어요,커피,맛,도,굿,자주,뵐,게요",1,2.272727273,3.636363636
jsa****,5,존맛 분위기 깡패,"존맛,분위기,깡패",2,2.5,3.75
효영파파,5,good,굿,1,2.272727273,3.636363636
베티마망,5,오오오핫하다고해서 밥먹고 왔는데 대박임 레몬의 상큼함에 알알이 박힌 생바질완전 찐이네요 재방100퍼,"오,오,오,핫,하,다고,해서,밥,먹,고,왔,는데,대박,임,레몬,의,상큼,함,에,알알,이,박힌,생,바질,완전히,찐,이,네요,재방,100,퍼",3,2.727272727,3.863636364
아리공주,5,저 너무 자주와요 근데 그냥 성수오면 무조건 여기 오게돼요 커피마시기 너무 편하고 분위기가 너무 좋아요보리차 최애 또 올게요,"저,너무,자주,와요,근데,그냥,성수,오,면,무조건,여기,오,게,돼요,커피,마시,기,너무,편하,고,분위기,가,너무,좋,아요,보리,차,최애,또,올게요",3,2.727272727,3.863636364
pizont,5,따뜻한 커피를 밖에서 마시면 좋을 날씨가 되었습니다 씁쓸한 고소함이 계절과 참 잘 어울리네요,"따뜻,한,커피,를,밖,에서,마시,면,좋,을,날씨,가,되,었,습니다,씁쓸,한,고소,함,이,계절,과,참,잘,어울리,네요",2,2.5,3.75
난냐뉴라,5,말해뭐합니까  예쁘고 맛있네요,"말,해,뭐,합니까,예쁘,고,맛있,네요",1,2.272727273,3.636363636
rdl****,5,성수커피 성수카페 성수핫플 너무 친절하게 환영해주시고 주문도 친절히 받아주셨어요 기다리면서 사진 찍는데 따뜻한 보리차도 가져다주시고 야외 자리를 선택했는데 춥지 않으시냐며 난로까지   그리고 매장에 유정란도 판매해요 서비스로 주셨는데 핵맛 꿀맛 커피랑 달걀 조합 아시는 분 ,"성수,커피,성수,카페,성수,핫플,너무,친절,하,게,환영,해,주,시,고,주문,도,친절히,받,아,주,셨,어요,기다리,면서,사진,찍,는데,따뜻,한,보리,차,도,가져다주,시,고,야외,자리,를,선택,했,는데,춥,지,않,으시,냐며,난로,까지,그리고,매장,에,유정란도,판매,해요,서비스,로,주,셨,는데,핵,만,꿀맛,커피,랑,달걀,조합,아,시,는,분",3,2.727272727,3.863636364
yijoon0818,5,카페 분위기 너무 귀여워요  커피랑 레몬 젤라또 너무 맛있어요 최고 ,"카페,분위기,너무,귀여워,요,커피,랑,레몬,젤라또,너무,맛있,어요,최고",3,2.727272727,3.863636364
ese****,5,커피도 맛있고 분위기도 좋아용 자주 방문하고 싶은 곳입니당,"커피,도,맛있,고,분위기,도,좋,아요,자주,방문,하,고,싶,은,곳,입니다",2,2.5,3.75
생명나무,5,조용하고 분위기도 좋고 이야기하기 딱 좋네요 커피도 맛있어요,"조용,하,고,분위기,도,좋,고,이야기,하,기,딱,좋,네요,커피,도,맛있,어요",4,2.954545455,3.977272727
