,INDEX,USER,SCORE,REVIEW,SENT_SCORE,SIGN,POS/NEG,,
227,144,할수있어요,5,"역시,커피,는,알,아,죠,카페,느낌,있,어서,자주,올,듯",1,1,1,T,
228,3399,mninam,4.5,"좋,아요",1,1,1,T,
229,1307,뽀,5,"히히,여긴,역시,존맛",2,1,1,T,
230,2060,이슬,4,"분위기,좋,아,여",1,1,1,T,
231,7637,GV3,4,"주차,돼서,좋,고,커피,에서,왠지,모르,게,초콜릿,맛,이,남",0,0,1,F,
232,1242,4. HeyBowl,,"카페,이름",0,0,0,T,
233,2845,최선율,3,"점심,시간,이,라,정신없,었,던,거,빼,곤,좋,았,어요",0,0,0,T,
234,3125,xhsxkxhsgur,5,"친절,해요",1,1,1,T,
235,5478,요오조옹,3,"회사,근처,라,몇,번,가,본,곳,입니다,가격대,가,높,은,편입,에,욥,빵,은,생각,보다,그냥,그렇,고,앙,버터,는,괜찮,아요,커피,도,가격대,가,높,아요,구성비,는,별로,지만,이미,유명,해서,사람,이,매우,많,음,한,번,쯤,방문,해,보,셔도,좋,을,듯",-2,-1,0,F,
236,7465,funnychoco,3,"인,스타,갬,성,가격,은,사악,해요",-1,-1,-1,T,
237,2687,마띠에르,5,"말,해,무엇",-1,-1,1,F,
238,7891,의심많은자두,3,"비싸,고,요,그냥,저냥,입니다,레몬,바질,파운드,는,좀,맛,이,세요",-3,-1,-1,T,
239,1477,sos,5,"헤이,바울,맛있,어요",1,1,1,T,
240,4829,Jee,4.5,"어니언,의,빵,은,중독,성,이,매우,높,다는,생각,이,드,네요,남녀노소,모두,가,좋,아,할,것,같,은,맛,이,랄까요,요즘,엔,아침,에,가,면,배달,주문,이,많,아서,인지,빵,이,빨리,사라져요",3,1,1,T,
241,158,김미경,5,"추운,날씨,에,밖,에,있,으려니,깐,사장,님,이,난로,도,주,시,고,따뜻,한,보리,차,까지,음료,는,말,할,것,도,없이,맛있,었,습니다",-1,-1,1,F,
242,3629,handy,0.5,"너티,클라우드,제주도,랑,맛,이,너무,달라서,실망",-1,-1,-1,T,
243,5606,sksski789,3.5,"케이크,가,좀,오래,된,듯",0,0,-1,F,
244,7636,jeongeunnee,5,"맛나,여",1,1,1,T,
245,6165,시리,5,"커피,도,케이크,도,맛있,어요",1,1,1,T,
246,3206,constancealice,4.5,"넓,고,편하,다",2,1,1,T,
247,5863,ssss,4,"커피,맛,좋,아요,사람,많,아요",2,1,1,T,
248,2062,사랑오랑,5,"빵,도,커피,도,완전,최고",1,1,1,T,
249,6319,크리스티나,4,"맛나,요",1,1,1,T,
250,7152,Genie,4,"인테리어,예쁜데,좀,비싸,고,자리,잡,기,힘들,어요",-1,-1,-1,T,
251,7414,무지,5,"커피,도,맛있,어요",1,1,1,T,
252,8154,dd,3,"디카페인,커피,맛,이,이상,해요",-1,-1,-1,T,
253,5046,하나바오,4,"빵,맛집",1,1,1,T,
254,4600,뾰족한 세모연필,3,"공간,은,넓,고,좋,았,어요,커피,는,기대,보다,는,좀,덜,했,어요",3,1,0,F,
255,7410,깟뎀깟뎀,4,"맛,카페",0,0,1,F,
256,5468,aliceboa,4,"어니언,핫플",1,1,0,F,
257,8175,ekq****,5,강추,1,1,1,T,
258,4455,chaewon,4,"성수동,카페,라서,비싼,듯,해요",-1,-1,-1,T,
259,8164,HL,5,"커피,맛,다크,산미,선택,할,수,있,어,좋,았,어요,디카페인,커피,도,산미,적당히,있,고,맛있,네요,파운드,먹,어,보,고,싶,었,는데,저녁,에,가,면,인기,제품,은,솔드,아웃,이,에요,퀸,에,망,카,눌,레,디저트,도,맛있,네요",2,1,1,T,
260,296,seilove87,5,"오프,커피,사장,님,너무,친절,하,시,고,토마토,마리네,이,드랑,레몬,젤라,또,정말,맛있,어요,그리고,서비스,로,주,신,프로슈토,멜론,도,정말,맛있,었,어요",3,1,1,T,
261,8431,Songaage,4,"테이크아웃,할인,좋,고,빵,도,맛있,어,보이,고,산뜻,한,모티브,의,디자인,도,맘,에,든다",3,1,1,T,
262,4448,sypark0515,3.5,"캐러멜,무화과,스콘,은,제,입,에,딱,맞,았,고,더치,라테,는,기대,했,던,것,보다,는,연한,맛,인,것,같,아요,분위기,는,맘,에,들,어요",0,0,1,F,
263,2129,smartro,5,"매장,내,온도,좋,고,스태프,분,들,무,쟈,게,친절,하,심,크림,크루아상,무조건,드세요",3,1,1,T,
264,5457,bireca,5,"맛있,어,유",1,1,1,T,
265,4661,박소연,4,"노을,맛집",1,1,1,T,
266,84,닉닉,5,"분위기,너무,히프,하,고,젤라,또,도,너무,맛있,어요",2,1,1,T,
267,4426,유매,5,"넓,고,좋,아요",2,1,1,T,
268,1328,빈둥이,4.5,"깔끔,하,고,편리,했,어요,아,사히,볼,먹,을,땐,치아,에,많이,낄,수,가,있,으니,조심히,드세요",3,1,1,T,
269,5154,kkymin91,3.5,"좋,아요,맛있,어요",2,1,1,T,
270,7243,dudegam,5,"놀,면,뭐,하,니",0,0,0,T,
271,1127,t_t****,5,"플레인,와플,짱맛있,어요",1,1,1,T,
272,1985,sally,4.5,"좌석,간격,이,넓,어서,좋,아요,커피,는,별로,지만,베이커리,맛있,어요",2,1,1,T,
273,2306,웅꿍,4,"음료,는,무난,하,고,케이크,가,진짜,맛있,네요,콩고물,이,진짜,맛있,어요,좌석,이,협소,한,게,아쉽,네요",-1,-1,1,F,
274,5163,국시,4,굿,1,1,1,T,
275,3515,TheWorldBest,5,굿,1,1,1,T,
276,2422,Darling moments,5,"분위기,좋,아요",1,1,1,T,
277,7948,kaa,5,"디저트,가,너무,이뻐요",1,1,1,T,
278,3779,콩,4,"맛있,는데,아이스,음료,양,이,너무,적,어요",1,1,0,F,
279,7586,푸홍,3,"아메,원두,산미,가,강해요",-2,-1,0,F,
280,32,난냐뉴라,5,"정말,너무,맛있,습니다,스콘,먹,으러,맨날,오,고,싶,오",2,1,1,T,
281,330,P_each,3,"작,고,귀여운,공간,입니다,신맛,좋,아,하,시,는,분,들,은,레몬,젤라,또,추천,드려요",3,1,1,T,
282,8478,둥이네,4,"맛있,어요",1,1,1,T,
283,597,솔,5,"예약,하,면,원,하,는,빵,을,기다리,지,않,고,살,수,있,어서,너무,좋,아요,그리고,굉장히,친절,하,셨,어요",3,1,1,T,
284,8052,123****,5,굿,1,1,1,T,
285,72,mon****,5,"카페,분위기,도,너무,귀엽,고,음료,도,맛있,어요,하트,만들,어,주,셨,는데,너무,깜찍",3,1,1,T,
286,1877,thd****,5,"맛있,어요",1,1,1,T,
287,7616,MakeYouSmile,3,"매장,안,은,널찍,하,고,너무,시끄럽,지,않,아,쾌적,합니다,커피,맛,도,괜찮,고요,근데,의자,가,옛날,초,중학교,에,있,던,낮,은,의자,에,요,의자,가,낮,아,탁상,높이,가,높,은,창가,쪽,바,형,테이블,에,는,손,을,올리,면,자동,으로,어깨,가,들려,불편,하,네요,콘센트,도,창가,쪽,자리,에,만,뜨문뜨문,있,습니다,차,마시,며,대화,하,기,엔,좋,지만,잠깐,업무,보,러,나와,이용,하,기,에,는,테이블,과,의자,콘센트,등,이,불편,한,것,같,습니다",-1,-1,-1,T,
288,2492,man****,5,"웨이팅,이,정말,길,지만,야외,테이블,은,거의,비,어,있,어서,여기,서,먹,는다고,하,면,바로,먹,을,수,있,어요,달,지,않,고,담백,한,쌀,케이크,설기,종류,가,맛있,다는,데,콩설기,가,진짜,담백,고소,하,고,맛나,요,그리고,야외,에,있,는,고양이,들,이,너무,귀여워,요",5,1,1,T,
289,7423,보라,4,"거의,잔,당,8000,원,수준,으로,비싸,지만,분위기,보,고,옵니다",-1,-1,0,F,
290,7790,94q****,0.5,"스태프,실수,인데,갑작스레,손,님,에게,면박,주,는,직원,상황,파악,후,엔,아무,일,없,단,듯,사라지,고,사과,없,는,스태프,실수,는,당연히,할,수,있,으니,그건,괜찮,지만,왜,스태프,실수,로,손,님,인,내,가,혼났,는지,가,너무,어이없,네요",-5,-1,-1,T,
291,4312,duw****,3,쏘쏘,-1,-1,-1,T,
292,8610,kim****,4,"맛나,요",1,1,1,T,
293,3075,체리쪼아,4.5,"좋,아요",1,1,1,T,
294,2148,비타민,5,"분위기,좋,은,성수,커피,숌",1,1,1,T,
295,4807,상상유희,4,"빵,하,고,커피,맛있,어요",1,1,1,T,
296,1115,pja****,5,"너무,맛있,어서,또,사,러,왔,습니다",1,1,1,T,
297,6965,maroon751,5,"맛있,어요",1,1,1,T,
298,7121,뿌엉이,5,"너무,좋,아요",1,1,1,T,
299,348,yr0115,4.5,"너무,맛있,어요,고소,한,맛,이,강해서,더,좋,아요",2,1,1,T,
300,6916,yg999,5,"분위기,가,너무,좋,아요",1,1,1,T,
301,824,OwO,5,"직원,분,친절,갬,동,예약,성공",2,1,1,T,
302,5704,bas****,5,"서울숲,옆,이,라,분위기,도,좋,고,커피,맛,도,정말,좋,아요,한,가지,단점,은,사람,이,엄청,많,다는,거",2,1,1,T,
303,5873,곽곽,5,"아이스크림,대존맛",1,1,1,T,
304,4931,imsh,5,"너무,맛있,어요",1,1,1,T,
305,7052,만인,3,"그냥,그래요",-1,-1,-1,T,
306,7731,뽀보복,5,"맛있,어요",1,1,1,T,
307,3086,pearl,5,"시즌,메뉴,맛있,어요",1,1,1,T,
308,2650,Sarah,5,"케이크,너무,부드러워,요",1,1,1,T,
309,8466,삼형제,5,"좋,아요",1,1,1,T,
310,1855,스마일,3.5,"역시,나,사람,이,많,고,북적거리,네요,커피,는,너무,연했,어요,뷰,도,soso,직원,분,들,은,매우,친절,했,습니다",1,1,-1,F,
311,1024,tedygom0401,5,"좋,아요",1,1,1,T,
312,4485,얼씨구절씨구,5,"깔끔,하,고,땡초,스콘,맛있,어요",2,1,1,T,
313,3822,2ko****,0.5,"커피,맛,보통,디저트,이쁜데,너무,달,아요,케이크,에,붙,어,있,는,테이프,못,빼,요,빼,려다가,케이크,부서져,요,가져가,서,빼,달,라고,했,는데,직원,분,도,못,하,셔서,결국,은,가위,로,케이크,부서져,있,는데,아무,말,도,없,고,귀찮,은,느낌,으로,다시,주,셨,습니다,기년,이,에,케이크,사진,도,찍,고,먹,으려,했,는데,느낌,이,너무,안,좋,았,어요,차리,도,깨끗,하,지,않,았,어요,왜,사람,이,많,은지,모르,겠,어요,다시,는,안,갈,것,같,습니다",2,1,-1,F,
314,1063,dic****,5,"새들러,하우스,크로,플,존맛,탱,플레인,바질,짱,입니다",2,1,1,T,
315,3848,스마일,5,"얼,그레,이,파운드,맛있,어요",1,1,1,T,
316,911,냥,5,"왜,새들러,하,는지,알,겠,더라고요",0,0,1,F,
317,4494,김송현,4.5,"분위기,가,좋,아요",1,1,1,T,
318,2777,summer2950,4,"좋,아요",1,1,1,T,
319,5753,하이킥,4,"친절,하,고,손,님,많,네요,코로나,조심,요",2,1,1,T,
320,5734,여형동,2.5,"드립,커피,를,시켰,는데,지연,되,면,말,이,라도,하,면,좋,으련만",1,1,-1,F,
321,6062,Stella,4,"서울숲,을,바라보,며,커피,한잔,할,곳,을,찾,다가,방문,하,게,된,센터,커피,사실,숲,을,보,며,커피,를,먹,을,수,있,는,곳,은,2,층,창가,뿐,이,어서,선착순,이,에요,그래도,자체,로고,랑,굿,즈,를,판매,하,고,있,어서,볼거리,도,있,고,무엇,보다,다양,한,커피,들,을,즐길,수,있,어서,좋,았,어요,커피,를,좋아하,시,는,분,들,이,라면,방문,하,셔서,드립,커피,및,센터,커피,만,의,커피,를,접하,실,수,있,어,추천,드립니다",7,1,1,T,
322,734,kiomaster,5,"굿,굿",2,1,1,T,
323,1506,백인하,4.5,"맛있,어요,근데,홍시,의,맛,에,따라,복불복,일,수,있,을,듯,무화과,랑,대추야자,가,좀,더,많,으면,좋,겠,네요",3,1,1,T,
324,53,rjs****,5,"매주,34,회,방문,하,여서,맛있,게,먹,는,카페,입니다,방문,후,포장,으로,해도,따듯,하,게,먹,을,수,있,어서,좋,습니다",3,1,1,T,
325,1213,호찌,5,"저번,에,먹,었,던,콘,을,제외,하,곤,다,맛있,어요,플레인,2,바질,1,치즈,1,세트,메뉴,로,주문,하,면,저렴,하,더라고요,세,가지,맛,다,좋,아,하,시,면,세트,추천,해요",4,1,1,T,
326,1152,yak11,5,"신사동,에,이,어성,수점,도,가,서,크로,플,을,사,왔,어요,다,먹,으며,다시,쟁이,러,또,가,야,해요,찐,크,로,플,맛,집사,와서,소분,냉동,해,두,고,에,어,프라,이,기,에,데워,먹,어도,맛있,어요",0,0,1,F,
327,803,체리,4,"홀,예약,하,고,갔,는데,자리,간격,도,널찍,해서,괜찮,았,어요,같이,간,분,도,맛있,다고,만족,하,셨,음,다만,제,가,시간,을,착각,해서,일찍,가,는,바람,에,밖,에서,기다리,고,있,었,는데,그,사이,자리,가,나,서,전화,를,주,셨,는데요,신경,써서,빨리,들어갈,수,있,게,전화,주,신,부분,은,좋,았,는데,다짜고짜,제,이름,만,부르,셔서,너무너무,당황,했,어요,번호,도,개인,번호,라,어디,서,전화,를,주,셨,는지,먼저,밝혀,주,셨,으면,좋,았,을,것,같,아요,새들러,하우스,인데요,라고,먼저,해,주,셨,으면,당황,하,지,않,았,을,것,같,아요,다,들,예약,시간,맞춰,가,실,테,니,이런,일,은,많이,없,으셔서,그러,신,거,라,생각,합니다,다음,에,또,이용,할게요",3,1,0,F,
328,1580,우무리,5,"공간,도,좋,고,분위기,도,좋,고,음악,도,좋,고,바울,도,맛있,고요,제,입맛,에,는,옐로,에,요",4,1,1,T,
329,6057,앵두,4,"친절,하,시,고,애견,동반,도,가능,합니다",2,1,1,T,
330,2435,엽,4,"백설기,나,무화과,는,너무,심심,해서,치즈,호박,이,더,맛있,어요",1,1,0,F,
331,7110,좋아해물만두,4.5,"할,공,테라스,최고",1,1,1,T,
332,3227,길자,3.5,"친절,해요",1,1,1,T,
333,441,김나영,5,"잠봉,진짜,존맛",1,1,1,T,
334,523,bearpie,5,"정말,맛나,요,식사,빵,과,디저트,류,빵,다양,하,게,있,어서,좋,아요",3,1,1,T,
335,1982,마나,5,"좋,아요",1,1,1,T,
336,3748,vzb****,5,"너티,클라우드,달달,한,땅콩,캐러멜,사탕,맛,이,라,좋,은데,살짝,느끼,해서,아이스,아메리카노,나,에디,브루잉,이,랑,같이,마시,면,좋,아요",2,1,1,T,
337,5167,나는얏,4,"인테리어,가,되게,예뻐요",1,1,1,T,
338,4974,유이이이잉,3.5,"감각,적,인,인테리어,좋,아요",2,1,1,T,
339,4379,초코,4.5,"오,여기,괜찮,았,어요",-1,-1,1,F,
340,3566,럽럽,5,"카,눌,레,맛있,어요",1,1,1,T,
341,2794,조천사,5,"좋,아요",1,1,1,T,
342,8531,김민지,5,굿,1,1,1,T,
343,2484,연서,5,"단호박,치즈,케이크,짱맛",1,1,1,T,
344,3924,수정,5,"스콘,맛있,어요",1,1,1,T,
345,8094,js6****,4,친절,1,1,1,T,
346,617,주주네,5,"친구,사,줬,어요,아주,짱맛,이래,욤,크,로,플,다른,맛,도,나옴,좋,겠,어요,좀,덜,달,게,도요",3,1,1,T,
347,6527,seon2zzang,4.5,"제,가,개인,적,으로,너무,좋,아,하,는,곳,이,에요",1,1,1,T,
348,1846,여름눈,4,"빵,이,맛있,어요",1,1,1,T,
349,3245,진진,5,"굿,굿,굿,새로,매장,해서,냄새,가,좀,나,지만,좋,아요",4,1,1,T,
350,8024,유벙,4,"맛있,게,잘,먹,었,어요",2,1,1,T,
351,983,sommm,5,"크,로,플,맛,도,좋,은데,질,도,좋,아요,처음,에,가격,이,비싸,서,조금,부담,스러웠,는데,먹,고,나,니,아깝,다는,생각,안,듭니다",3,1,1,T,
352,8470,차차차,3,"재,방문,의,사,있,어요",0,0,1,F,
353,4541,daaaan,5,"스콘,도,맛있,고,밀크티,도,넘,넘,맛있,었,어요,그리고,좌식,이,있,어서,좋,았,어요",3,1,1,T,
354,8625,노아,4.5,"분위기,최고",1,1,1,T,
355,8497,kyu,3.5,"사람,은,너무,많,으나,힙,힙,힙",4,1,0,F,
356,1845,이적,5,"분위기,좋,은,고층,의,카페,추천,합니다",2,1,1,T,
357,3065,shj****,5,"좋,아요",1,1,1,T,
358,8200,성장하는 요가강사,4,"분위기,좋,아요,라테,맛있,고,요,빵,은,가격,이,좀,있,네요,루프,탑,올라가,면,뷰,가,끝내,줘요",2,1,1,T,
359,7365,꺄,4,"음료,는,그냥,그래요",-1,-1,-1,T,
360,8082,삐삐,5,"좋,아요",1,1,1,T,
361,102,rma****,5,"사장,님,도,친절,하,시,고,브,랜,딩,도,굿,음식,비주얼,과,맛,도,굿,굿,굿",5,1,1,T,
362,8019,빙봉,4.5,"파운드케이크,가,맛있,음",1,1,1,T,
363,8203,제이의오븐,3.5,"포장,에,는,신경,을,많이,못,쓰,신,듯,하,네요,가격,에,비해,포장,이,너무,별로,였어요",-1,-1,-1,T,
364,6063,blingbling,5,"분위기,아주,좋,음,서울숲,이,내려다,보이,는,자리,는,인기,폭발",2,1,1,T,
365,3873,jey,5,"빵,이랑,커피,청포,도,주스,맛있,게,먹,었,어요,바닐라,커스터드,크루아상,이,젤,맛있,었,어요,그리고,루프,탑,있,어서,좋,아요",3,1,1,T,
366,5736,che****,4,"좋,아요",1,1,1,T,
367,5913,dhs****,4,"맛있,고,좋,습니다",2,1,1,T,
368,188,rdl****,5,"성수,커피,성수,카페,성수,핫플,너무,친절,하,게,환영,해,주,시,고,주문,도,친절히,받,아,주,셨,어요,기다리,면서,사진,찍,는데,따뜻,한,보리,차,도,가져다주,시,고,야외,자리,를,선택,했,는데,춥,지,않,으시,냐며,난로,까지,그리고,매장,에,유정,란도,판매,해요,서비스,로,주,셨,는데,핵,만,꿀맛,커피,랑,달걀,조합,아,시,는,분",3,1,1,T,
369,3339,Jone,5,"커피,한잔",0,0,0,T,
370,2864,wan****,5,"직원,분,들,이,정말,친절,해요",1,1,1,T,
371,8222,짱율,5,"케이크,도,너무,맛있,고,커피,도,너무,맛있,었,지만,매장,분위기,가,너무너무,너무너무,좋,았,습니다,다음,에,또,또,또,갈게요",4,1,1,T,
372,2992,스컬,5,"친절,하,세요,자리,는,공부,쪽,들,때,메이,별로,없,음",0,0,0,T,
373,5705,바람개비,5,"거의,매일,출석,도장,찍,고,있,네요,솔티,드,라,테,가,없,어,진,건,아쉽,지만,흑임자,라테,도,구수,하,니,맛있,네요",1,1,1,T,
374,6463,탬버린,3,"비싸,요",-1,-1,-1,T,
375,211,지금 이순간,5,"재미나,게,꾸며진,포토,존,이,너무,기분,좋,은,공간,이,라,기대,하,고,주문,했,는데,커피,맛,역시,흐뭇,하,네요,재미난,경험,하,고,갑니다",6,1,1,T,
376,5595,seu****,5,"친절,해요",1,1,1,T,
377,5534,라이어1탄,5,"좋,아요",1,1,1,T,
378,2166,Lacey,4,"직원,분,이,친절,하,세요",1,1,1,T,
379,1202,goguma,5,"성,수점,오픈,해서,놀,러,왔,는데,역시,나,사람,이,많,네요,그래도,안내,잘,해,주,시,고,바로,바로,나와서,빠르,게,받,을,수,있,었,어요,항상,맛있,는,와플,감사,해요,번창,하,세요",6,1,1,T,
380,5874,che****,5,"카페인,안,받,아서,디카페인,콜드,브루,먹,어,봤,는데,맛있,어요",1,1,1,T,
381,6357,Serena,5,예뻐요,1,1,1,T,
382,2133,소코고코,4.5,"디저트,도,다양,하,고,좋,아요",2,1,1,T,
383,7061,보리찹쌀,5,"짱,컹",1,1,1,T,
384,4207,숩,5,"깔끔,하,고,밀크티,가,맛있,어요",2,1,1,T,
385,235,나라,4,"카페,진짜,귀여워,요",1,1,1,T,
386,118,지니예,5,"카페,도,귀엽,고,커피,도,맛있,고",2,1,1,T,
387,4341,la7****,4,"아늑,한,카페,입니다,음료,도,괜찮,은,편",0,0,1,F,
388,807,젠득이,5,"가로수길,보다,사람,없,어서,좋,아요,포장,이,라,바로,샀,어요,너무,맛있,어요,플레인,이랑,치즈,존맛,탱",3,1,1,T,
389,5227,지니,5,"분위기,가,좋,아서,자주,와요",1,1,1,T,
390,1153,빼꼼,5,"맛있,어요",1,1,1,T,
391,2707,마띠에르,5,"카드,가,예쁜,게,없,음",1,1,-1,F,
392,4475,이상영,5,"좋,아요",1,1,1,T,
393,4681,미니미니,4,"직원,분,들,친절,한데,빵,은,그렇게,막,엄청나,게,맛있,진,않,네요,그냥,낫밷",2,1,0,F,
394,1390,유딩딩,5,"색다른,건강,한,맛,과일,맛,좋,았,어요",2,1,1,T,
395,2037,감각,4.5,"빵,이,많,아서,좋,아요",2,1,1,T,
396,531,김소정,5,"인생,잠봉,뵈,르,진짜,역대,급,으로,맛있,는,곳,잠봉,은,여기,로,정착,합니다",2,1,1,T,
397,4248,웅,5,"인테리어,가,이뻐요",1,1,1,T,
398,3789,,,"카페,이름",0,0,0,T,
399,7848,뿅,2.5,"허니,키,로,핀,은,맛있,었,는데요,음료수,가,영,별로,네요,바닐라,크림소다,라는,메뉴,먹,어,보,지,도,않,고,개발,한,메뉴,같,고,섞이,지,도,않,고,층,이,분리,되,더라고요,너무,비싸,고,커피,를,드세요",0,0,-1,F,
400,2619,김지은,5,"옛,주택,을,개조,해서,만든,가게,분위기,너무,좋,고,무엇,보다,케이크,가,달,지,않,고,너무,좋,다,쌀,케이크,라서,그런지,떡,빵,의,중간식,감,폭신,한,느낌,이,다",3,1,1,T,
401,8129,비터,3.5,"커피,는,맛있,어요,빵,은,분위기,좋,네요",2,1,1,T,
402,2117,6v6,5,"카페,자리,가,특이,해요,빵,이랑,케이크,맛있,어요,레몬,파운드케이크,가,제일,맛있,었,어요,엔조,이,아메리카노,산미,있,어요",0,0,1,F,
403,369,정정,5,"버터,너무,고수,하,고,맛있,어요",1,1,1,T,
404,4459,haneyx2,5,"예쁘,고,커피,도,맛있,고,케이크,도,맛있,고,굿",4,1,1,T,
405,4961,gos****,5,"직원,분,들,도,밝,게,인사,건네,주,시,고,커피,맛,도,항상,맛있,습니다,또한,매장,곳곳,어니언,만,의,개성,이,있,어,자주,방문,합니다",2,1,1,T,
406,3642,eun****,4,"좋,아요",1,1,1,T,
